instId,instType,baseCcy,quoteCcy,settleCcy,ctVal,ctMult,ctValCcy,optType,stk,listTime,expTime,tickSz,lotSz,minSz,maxSz,maxLmtSz,maxMktSz,maxTwapSz,maxIcebergSz,maxTriggerSz,maxStopSz,last,lastSz,askPx,askSz,bidPx,bidSz,open24h,high24h,low24h,volCcy24h,vol24h,sodUtc0,sodUtc8,ts,minOrderSize,maxOrderSize,minOrderValue,maxOrderValue
BANANA-USDT,SPOT,BANANA,USDT,,,,,,,1729242000000,,0.01,0.0001,0.1,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,22.26,1.5108,22.28,1.89,22.26,1.5122,23.43,23.58,21.87,93525.905702,4139.8839,22.16,22.84,1755693508722,,,,
BAT-USDT,SPOT,BAT,USDT,,,,,,,1611907686000,,0.0001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.1498,140,0.1499,1610.634698,0.1498,288,0.1538,0.1543,0.1465,307778.8697658903,2061697.121737,0.1473,0.1505,1755693511020,,,,
BCH-USDT,SPOT,BCH,USDT,,,,,,,1611907686000,,0.1,0.000001,0.01,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,552,0.2,551.9,2.962606,551.8,1,567.7,567.9,545.8,3864626.435743,6975.93253,548.6,555.2,1755693510920,,,,
BERA-USDT,SPOT,BERA,USDT,,,,,,,1738843200000,,0.001,0.001,0.1,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,2.142,0.151,2.143,20.7,2.142,47.712,2.283,2.284,2.115,1579043.60377,722695.795,2.139,2.179,1755693510810,,,,
BETH-USDT,SPOT,BETH,USDT,,,,,,,1611907686000,,0.1,0.000001,0.001,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,4194.1,0.001256,4194.1,0.0099,4191.9,0.051,4294.6,4333.3,4062.7,6388077.7462896,1541.08851,4075.3,4188.6,1755693510906,,,,
BICO-USDT,SPOT,BICO,USDT,,,,,,,1638349468000,,0.00001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.10577,113.767886,0.10611,944.966229,0.10585,236.312297,0.10978,0.11004,0.10154,222554.33610308912,2117076.726274,0.10201,0.1057,1755693510705,,,,
BIGTIME-USDT,SPOT,BIGTIME,USDT,,,,,,,1696989600000,,0.00001,0.01,10,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.05404,15.01,0.05406,1235.42,0.05403,2442.1,0.05579,0.05625,0.05265,553147.9941542,10228816.38,0.05312,0.05457,1755693510435,,,,
BIO-USDT,SPOT,BIO,USDT,,,,,,,1735895700000,,0.00001,0.001,10,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.16433,1225.338,0.1643,4835.005,0.16406,3626.254,0.14045,0.16777,0.1208,16049091.36448934,117009270.227,0.12359,0.13438,1755693510906,,,,
BLUR-USDT,SPOT,BLUR,USDT,,,,,,,1676355947000,,0.00001,0.0001,10,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,0.07713,10,0.07715,582,0.07712,10,0.07848,0.0791,0.0749,378090.498468492,4929713.3099,0.07537,0.0769,1755693510610,,,,
BNB-USDT,SPOT,BNB,USDT,,,,,,,1671540483000,,0.1,0.000001,0.001,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,833,0.381191,832.8,1.410674,832.7,0.449873,844.6,847.8,818.4,13049195.2303638,15687.969312,824.1,832.2,1755693510711,,,,
BNT-USDT,SPOT,BNT,USDT,,,,,,,1611907686000,,0.0001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.7679,60,0.7663,118.172697,0.7654,138.517965,0.7801,0.7843,0.7443,102916.2416090413,136048.637224,0.7451,0.7612,1755693510714,,,,
BOME-USDT,SPOT,BOME,USDT,,,,,,,1723712400000,,0.000001,1,1000,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.001763,35100,0.001766,1673452,0.001764,1573936,0.001793,0.001816,0.001699,1033259.219502,588472402,0.001712,0.001759,1755693510920,,,,
BONK-USDT,SPOT,BONK,USDT,,,,,,,1704693600000,,0.000000001,1,100000,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.000021562,2344145,0.000021537,150000,0.000021532,16128298,0.000022485,0.000022671,0.00002125,4169341.151993454,191806059275,0.000021453,0.000021858,1755693510811,,,,
BTT-USDT,SPOT,BTT,USDT,,,,,,,1643261855000,,0.0000000001,1,1000000,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.0000006506,137495000,0.0000006515,81022768,0.0000006506,68747500,0.0000006617,0.0000006626,0.0000006449,315051.792443121,483699069240,0.000000648,0.0000006544,1755693504124,,,,
CATI-USDT,SPOT,CATI,USDT,,,,,,,1726822800000,,0.00001,0.01,10,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.08754,29.15,0.08749,98.17,0.08744,1004,0.08897,0.08975,0.08464,409946.2973383,4721593.24,0.08509,0.08689,1755693509814,,,,
CAT-USDT,SPOT,CAT,USDT,,,,,,,1729850400000,,0.000000001,1,100000,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.000007663,100000,0.000007665,100000,0.000007659,1220406,0.00000789,0.00000795,0.00000745,223978.52481218,29521213976,0.000007478,0.000007692,1755693508036,,,,
CELO-USDT,SPOT,CELO,USDT,,,,,,,1611907686000,,0.0001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.3185,201.4,0.3186,1129.773374,0.3184,1389.4127,0.3242,0.326,0.3084,1064113.2608799615,3356260.725137,0.3098,0.3165,1755693509425,,,,
CELR-USDT,SPOT,CELR,USDT,,,,,,,1617007316000,,0.000001,0.000001,100,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.0081,1319.941586,0.008153,45992.11969,0.008114,15146.405348,0.00839,0.008392,0.00781,62025.755205634338,7697489.987085,0.007916,0.008086,1755693511005,,,,
CETUS-USDT,SPOT,CETUS,USDT,,,,,,,1683714600000,,0.00001,0.0001,10,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,0.09549,35.6352,0.09549,347.3586,0.09544,209.3145,0.10083,0.10141,0.09334,775126.882698736,8071995.0435,0.09372,0.09781,1755693507013,,,,
CFG-USDT,SPOT,CFG,USDT,,,,,,,1626249309000,,0.0001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.2918,99.925623,0.2917,135.937721,0.2913,10,0.2748,0.3052,0.2711,729540.3051304869,2576712.331192,0.2767,0.2765,1755693505206,,,,
CFX-USDT,SPOT,CFX,USDT,,,,,,,1614752416000,,0.00001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.17422,422.642499,0.17421,3475.072351,0.1741,543.51776,0.17299,0.19997,0.16428,18009856.59046607361,100238020.601319,0.16491,0.1709,1755693510909,,,,
CHZ-USDT,SPOT,CHZ,USDT,,,,,,,1614752416000,,0.00001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.03952,0.000046,0.03951,1737.392716,0.03949,4817.832674,0.04008,0.04033,0.03852,590218.45669660274,15055351.964647,0.03875,0.03906,1755693510416,,,,
CITY-USDT,SPOT,CITY,USDT,,,,,,,1664176180000,,0.0001,0.0001,1,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,1.0875,8.3457,1.0813,5.054,1.0794,5.3698,1.1169,1.117,1.0648,24583.72122679,22489.8352,1.0716,1.1023,1755693480028,,,,
CLV-USDT,SPOT,CLV,USDT,,,,,,,1627531523000,,0.00001,0.000001,100,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.02064,700,0.02064,2400,0.02057,3279.548204,0.02102,0.02153,0.02016,268244.49535804569,12939124.447008,0.02067,0.02065,1755693505815,,,,
COMP-USDT,SPOT,COMP,USDT,,,,,,,1611907686000,,0.01,0.000001,0.1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,45.95,5.8088,45.94,6.041252,45.92,6.140036,46.57,46.76,44.57,702396.17804485,15382.80273,44.7,45.54,1755693507106,,,,
CORE-USDT,SPOT,CORE,USDT,,,,,,,1675836683000,,0.0001,0.01,1,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.4776,127.83,0.4771,212.88,0.4768,890.52,0.4783,0.4822,0.4581,1946190.372093,4136358.52,0.4616,0.4731,1755693505720,,,,
CRO-USDT,SPOT,CRO,USDT,,,,,,,1611907686000,,0.00001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.14372,84.449125,0.1438,306,0.14375,82.154615,0.14513,0.14661,0.13549,1651520.23160799321,11713142.042369,0.13615,0.14174,1755693509322,,,,
CRV-USDT,SPOT,CRV,USDT,,,,,,,1611285056000,,0.0001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.8505,54.826974,0.851,271.5,0.8508,138.51884,0.8789,0.8862,0.8186,6887254.9549272791,8113280.996881,0.8216,0.8607,1755693510804,,,,
CSPR-USDT,SPOT,CSPR,USDT,,,,,,,1620716190000,,0.000001,0.000001,100,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.010345,3626.125578,0.010346,3570.502343,0.010337,107.995307,0.010265,0.010918,0.010066,638214.361335583197,60866804.862724,0.010621,0.010104,1755693480009,,,,
CTC-USDT,SPOT,CTC,USDT,,,,,,,1611907686000,,0.0001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.7295,479.565,0.73,117.974365,0.7296,479.636715,0.7436,0.7648,0.726,2902037.8415266021,3884063.895221,0.7535,0.7399,1755693509611,,,,
CVC-USDT,SPOT,CVC,USDT,,,,,,,1611907686000,,0.00001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.09132,398.6766,0.09131,383.524473,0.09121,398.744163,0.09228,0.09285,0.08875,257501.00353349261,2850844.967212,0.08938,0.09093,1755693485112,,,,
CVX-USDT,SPOT,CVX,USDT,,,,,,,1637907763000,,0.001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,3.886,4.5628,3.891,4.559368,3.887,4.558196,4.015,4.059,3.748,348466.904819803,89722.311081,3.761,3.93,1755693505721,,,,
CXT-USDT,SPOT,CXT,USDT,,,,,,,1721030400000,,0.00001,0.01,10,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.02526,3637.24,0.02528,6454.97,0.02522,5607.07,0.02549,0.026,0.02462,108759.2405178,4299705.36,0.02503,0.0252,1755693502014,,,,
DAI-USDT,SPOT,DAI,USDT,,,,,,,1611907686000,,0.0001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,1.0001,13.979302,1.0001,8306.471445,1,130.674572,1,1.0014,0.9995,1225230.9461723086,1225174.379138,1.0002,0.9997,1755693480012,,,,
DAO-USDT,SPOT,DAO,USDT,,,,,,,1618369686000,,0.0001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.1174,43,0.1176,1625.136463,0.1174,488.812417,0.1209,0.1209,0.117,34083.322997151,287357.863336,0.1185,0.1198,1755693499819,,,,
DEGEN-USDT,SPOT,DEGEN,USDT,,,,,,,1721725200000,,0.000001,1,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.003503,14844,0.003509,29978,0.003505,17274,0.003609,0.003645,0.003371,323800.716364,92684786,0.003399,0.003505,1755693508812,,,,
DEP-USDT,SPOT,DEP,USDT,,,,,,,1611907686000,,0.0000001,0.00001,100,,9999999999999,1000000,9999999999999.0000000000000000,9999999999999.0000000000000000,9999999999999.0000000000000000,1000000,0.0015277,6520,0.0015315,147.40074,0.00153,10301.5459,0.0015028,0.0016184,0.00142,381342.973397617645,253360683.38877,0.0014363,0.0015113,1755693480012,,,,
DGB-USDT,SPOT,DGB,USDT,,,,,,,1611907686000,,0.000001,0.000001,100,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.008475,3538.570418,0.008477,3842.932564,0.008464,3576.93167,0.008575,0.008659,0.008241,83229.508672472857,9874543.823029,0.008325,0.008454,1755693483030,,,,
DOGS-USDT,SPOT,DOGS,USDT,,,,,,,1724670000000,,0.0000001,1,1000,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.0001285,7816,0.0001285,4596911,0.0001283,15167407,0.0001321,0.0001328,0.0001238,863499.9189834,6762527948,0.0001248,0.0001286,1755693508611,,,,
DORA-USDT,SPOT,DORA,USDT,,,,,,,1695103200000,,0.00001,0.01,10,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,0.02023,406.78,0.02022,716.43,0.0201,1796.45,0.01978,0.0225,0.0194,466300.1593533,22837924.54,0.01998,0.01964,1755693480013,,,,
DOT-USDT,SPOT,DOT,USDT,,,,,,,1611907686000,,0.001,0.000001,0.1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,3.79,0.15,3.791,147.598532,3.79,307.179401,3.868,3.907,3.694,10080155.309008066,2665295.161291,3.72,3.774,1755693510106,,,,
DUCK-USDT,SPOT,DUCK,USDT,,,,,,,1737018000000,,0.000001,0.1,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.005475,390.5,0.005475,9287.9,0.005469,5921.8,0.005411,0.005654,0.005279,1302202.8480914,238718907.8,0.005377,0.005436,1755693500518,,,,
DYDX-USDT,SPOT,DYDX,USDT,,,,,,,1631085490000,,0.0001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.6446,1.5,0.6448,119.984284,0.6446,1.5,0.6503,0.6624,0.623,1845681.0028236971,2864456.822916,0.6264,0.649,1755693510312,,,,
EGLD-USDT,SPOT,EGLD,USDT,,,,,,,1611907686000,,0.01,0.000001,0.1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,14.72,0.973143,14.71,3.15,14.7,13.15,14.96,14.99,14.27,168714.10850809,11548.17456,14.38,14.64,1755693510810,,,,
EIGEN-USDT,SPOT,EIGEN,USDT,,,,,,,1727758800000,,0.0001,0.001,1,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,1.3053,30.858,1.3061,31.232,1.3057,45.344,1.3174,1.3372,1.2526,2233729.4596444,1725634.319,1.2577,1.2917,1755693510610,,,,
ELF-USDT,SPOT,ELF,USDT,,,,,,,1611907686000,,0.0001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.2049,141.427802,0.2049,863.920839,0.2045,716.426519,0.2059,0.2068,0.2032,67167.8209006329,328042.987852,0.204,0.2056,1755693507017,,,,
ELON-USDT,SPOT,ELON,USDT,,,,,,,1635145906000,,0.0000000001,1,5000000,,9999999999999999,5000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,5000000,0.0000001069,93545369,0.0000001069,2373809646,0.0000001065,12606160298,0.0000001091,0.0000001091,0.0000001028,112770.7110790485,1063732365554,0.0000001038,0.0000001059,1755693502812,,,,
ENJ-USDT,SPOT,ENJ,USDT,,,,,,,1696906800000,,0.00001,0.001,10,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.06801,42.357,0.06795,648,0.0679,648,0.06861,0.06926,0.06554,157135.39575209,2327809.185,0.06572,0.06723,1755693509508,,,,
ENS-USDT,SPOT,ENS,USDT,,,,,,,1636381181000,,0.001,0.000001,0.1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,24.551,0.15,24.539,2.01931,24.538,0.15,25.236,25.403,23.98,1633117.189412244,66492.265685,24.107,24.693,1755693508812,,,,
ERN-USDT,SPOT,ERN,USDT,,,,,,,1629697048000,,0.0001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.7043,248.721567,0.7043,11587.712133,0.7039,17979.816107,0.7302,0.815,0.683,946574.2367783185,1278034.596537,0.688,0.7184,1755693510654,,,,
ETC-USDT,SPOT,ETC,USDT,,,,,,,1611907686000,,0.01,0.000001,0.1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,20.89,0.000024,20.9,446.736574,20.88,154.289673,21.43,21.54,20.42,3712005.14366618,178167.142407,20.52,21.03,1755693510415,,,,
ETHW-USDT,SPOT,ETHW,USDT,,,,,,,1663258590000,,0.001,0.0001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,1.567,6.58,1.568,219.0744,1.566,320.8046,1.598,1.605,1.518,342115.1957952,219957.8919,1.527,1.56,1755693510140,,,,
ETHFI-USDT,SPOT,ETHFI,USDT,,,,,,,1710763800000,,0.0001,0.0001,1,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,1.0734,55.8507,1.0736,23.2678,1.0735,45.865,1.1066,1.1201,1.046,3246791.55703523,3027849.2052,1.0486,1.0687,1755693510106,,,,
FET-USDT,SPOT,FET,USDT,,,,,,,1700820000000,,0.0001,0.001,1,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.6673,98.914,0.6674,65.7,0.6672,469.156,0.6803,0.6848,0.66,1766729.8437906,2637834.723,0.6627,0.6701,1755693508770,,,,
FIL-USDT,SPOT,FIL,USDT,,,,,,,1611907686000,,0.001,0.000001,0.1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,2.397,152.355743,2.398,76.183582,2.397,3006.474747,2.446,2.458,2.35,7809405.770587739,3272043.799789,2.361,2.395,1755693511005,,,,
FLM-USDT,SPOT,FLM,USDT,,,,,,,1611907686000,,0.00001,0.000001,100,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.03049,524.72133,0.03046,2475,0.03043,1100.282965,0.03102,0.0311,0.02874,175349.05339851703,5881621.755695,0.02922,0.03019,1755693486107,,,,
FLOW-USDT,SPOT,FLOW,USDT,,,,,,,1614062136000,,0.0001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.3726,189.469078,0.3726,396.46884,0.3724,383.857785,0.3825,0.3839,0.3633,423115.4929667045,1140972.277516,0.3658,0.3729,1755693508511,,,,
FLOKI-USDT,SPOT,FLOKI,USDT,,,,,,,1671172032000,,0.00000001,1,10000,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.0001003,84022,0.00010032,500000,0.00010029,267450,0.00010268,0.00010368,0.00009712,696967.42359073,6970395563,0.00009827,0.00010028,1755693509613,,,,
FLR-USDT,SPOT,FLR,USDT,,,,,,,1673256143000,,0.00001,0.01,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.02346,902.81,0.02345,14201,0.02344,13286.68,0.02374,0.02399,0.02292,1128394.3759062,48352440.02,0.02308,0.02358,1755693510314,,,,
FLUID-USDT,SPOT,FLUID,USDT,,,,,,,1743066000000,,0.001,0.001,1,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,6.697,14.496,6.714,7.715,6.693,7.594,6.571,6.826,6.206,395118.741087,60746.689,6.37,6.356,1755693509214,,,,
FORTH-USDT,SPOT,FORTH,USDT,,,,,,,1619064876000,,0.001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,2.737,8.6,2.735,6.61735,2.732,6.61372,2.763,2.785,2.657,103853.948197313,38221.026728,2.668,2.733,1755693510211,,,,
FOXY-USDT,SPOT,FOXY,USDT,,,,,,,1712908800000,,0.000001,0.01,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.003239,527.35,0.003243,4238.95,0.003234,12463.59,0.003376,0.003405,0.003144,170049.82055726,52232152.92,0.003164,0.003253,1755693510919,,,,
FXS-USDT,SPOT,FXS,USDT,,,,,,,1688637600000,,0.001,0.0001,1,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,2.785,42.3469,2.782,14.3062,2.779,14.3114,2.717,2.865,2.61,128171.7723406,46578.5823,2.674,2.663,1755693508113,,,,
G-USDT,SPOT,G,USDT,,,,,,,1721973600000,,0.00001,0.1,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.01147,744.3,0.01149,14381.1,0.01147,22218.2,0.01172,0.01175,0.01115,45926.722501,4031634.5,0.01122,0.01144,1755693504311,,,,
GALA-USDT,SPOT,GALA,USDT,,,,,,,1632295098000,,0.00001,0.000001,100,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.01618,390.698401,0.01617,100580.979629,0.01615,195490.131512,0.01661,0.01673,0.01567,3165139.743693241,196680368.537955,0.01576,0.01616,1755693510313,,,,
GALFT-USDT,SPOT,GALFT,USDT,,,,,,,1655962391000,,0.001,0.0001,1,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,1.401,6.5279,1.403,5.3706,1.4,98.51,1.418,1.441,1.389,31094.0037656,22175.7196,1.397,1.412,1755693485112,,,,
GAS-USDT,SPOT,GAS,USDT,,,,,,,1611907686000,,0.001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,3.293,23.06935,3.296,71.57855,3.292,36.56935,3.3,3.362,3.139,639114.658786791,196430.099945,3.228,3.231,1755693505148,,,,
GEAR-USDT,SPOT,GEAR,USDT,,,,,,,1671765975000,,0.000001,0.01,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.00348,1010,0.00348,6424.5,0.00347,1010,0.00367,0.003709,0.00339,120020.04679459,34257679.16,0.003453,0.003612,1755693510909,,,,
GHST-USDT,SPOT,GHST,USDT,,,,,,,1611907686000,,0.0001,0.000001,1,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.4563,131.492439,0.4567,454.95265,0.4534,1.155958,0.4661,0.468,0.4403,39967.0692916238,88625.532973,0.4417,0.4563,1755693484526,,,,
GLM-USDT,SPOT,GLM,USDT,,,,,,,1613734874000,,0.0001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.2424,2305.083245,0.2428,218.35587,0.2426,209.024721,0.258,0.258,0.2402,91826.2570705936,372756.637944,0.2429,0.2513,1755693509606,,,,
GLMR-USDT,SPOT,GLMR,USDT,,,,,,,1641883197000,,0.00001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.07474,330.001837,0.07493,574.848457,0.07474,85.103545,0.0766,0.07724,0.07293,46775.30681825218,626221.839146,0.07372,0.07486,1755693510631,,,,
GMT-USDT,SPOT,GMT,USDT,,,,,,,1648781939000,,0.00001,0.0001,10,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,0.04158,15,0.04159,1541.7402,0.04157,1978.2896,0.04271,0.04295,0.04032,401873.689168284,9722020.292,0.04071,0.04184,1755693511018,,,,
GMX-USDT,SPOT,GMX,USDT,,,,,,,1672899912000,,0.01,0.0001,0.1,,99999999999999,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1000000,14.94,0.1,14.93,4.14,14.92,13.7342,15.11,15.17,14.35,215662.448295,14619.7281,14.53,14.76,1755693504265,,,,
GOAT-USDT,SPOT,GOAT,USDT,,,,,,,1733994000000,,0.00001,0.001,10,,999999999999999,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1000000,0.08885,868.203,0.08885,486,0.08875,486,0.09033,0.0912,0.08582,441908.21498108,5019915.25,0.08729,0.08816,1755693511014,,,,
GODS-USDT,SPOT,GODS,USDT,,,,,,,1635492759000,,0.00001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.12603,37.90829,0.12606,85.738955,0.12597,79.383981,0.12327,0.12705,0.11977,268941.77912288592,2179203.300608,0.12171,0.12195,1755693502216,,,,
GRT-USDT,SPOT,GRT,USDT,,,,,,,1611907686000,,0.00001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.09014,15,0.09016,501,0.09011,392.966586,0.09184,0.09251,0.08764,520682.04522438748,5815614.387458,0.08835,0.08969,1755693508723,,,,
HBAR-USDT,SPOT,HBAR,USDT,,,,,,,1611907686000,,0.00001,0.000001,10,,999999999999,1000000,999999999999.0000000000000000,999999999999.0000000000000000,999999999999.0000000000000000,1000000,0.23371,112.501163,0.23376,180,0.23373,983.614553,0.24084,0.24283,0.23053,5783081.30578694285,24626679.361917,0.23156,0.23547,1755693510909,,,,
HMSTR-USDT,SPOT,HMSTR,USDT,,,,,,,1727348400000,,0.0000001,0.1,100,,9999999999999999,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,0.0007023,50000,0.0007025,50000,0.0007022,50000,0.0007177,0.000722,0.0006827,131824.44494862,188847638.4,0.000687,0.0007,1755693510716,,,,
